Seq_id	Size	Description
1	4530125	NZ_CP006758.1
2	4502257	NZ_CP006794.1
3	4639390	CP045640.1
4	4553586	NC_014029.1
5	4636496	NZ_CP033690.1
6	4708493	NZ_CP033699.1
7	4708024	NZ_CP009906.1
8	4501786	NZ_CP009935.1
9	4653728	NC_003143.1
10	4546217	NZ_CP045149.1
--------------------------------------------------------------------------------
Block #1
Seq_id	Strand	Start	End	Length
10	-	2503982	2475583	28400
--------------------------------------------------------------------------------
Block #70
Seq_id	Strand	Start	End	Length
1	+	1447439	1457828	10390
2	-	301495	291109	10387
3	-	3050800	3040413	10388
4	+	3252247	3262635	10389
5	-	4437382	4426996	10387
6	-	3320060	3309673	10388
7	-	1222232	1211845	10388
8	-	2960737	2950351	10387
9	-	3128959	3118572	10388
10	+	1001197	1011584	10388
--------------------------------------------------------------------------------
Block #71
Seq_id	Strand	Start	End	Length
1	+	546173	561162	14990
2	+	1007465	1022448	14984
3	-	245867	230884	14984
4	+	4227459	4242444	14986
5	-	1635650	1620667	14984
6	-	408922	393939	14984
7	-	3019343	3004360	14984
8	-	1484488	1469505	14984
9	+	4180667	4195650	14984
10	-	293901	278918	14984
--------------------------------------------------------------------------------
Block #72
Seq_id	Strand	Start	End	Length
1	+	2188935	2197388	8454
2	-	4366235	4357782	8454
3	-	2614507	2606054	8454
4	-	3339367	3330914	8454
5	+	4030748	4039201	8454
6	-	2875247	2866794	8454
7	-	777405	768953	8453
8	+	4005526	4013956	8431
9	-	3284998	3276545	8454
10	+	1436777	1445230	8454
--------------------------------------------------------------------------------
Block #73
Seq_id	Strand	Start	End	Length
1	-	1539662	1526564	13099
2	+	208034	221627	13594
3	+	2957321	2970913	13593
4	-	3025944	3012352	13593
5	+	4343877	4357469	13593
6	+	3224265	3237857	13593
7	+	1126438	1140029	13592
8	+	1328030	1341622	13593
9	-	2969361	2955769	13593
10	-	1094708	1081116	13593
--------------------------------------------------------------------------------
Block #74
Seq_id	Strand	Start	End	Length
1	+	705314	725727	20414
2	-	1956297	1935173	21125
3	+	3935025	3956859	21835
4	-	39765	18652	21114
5	+	688073	709907	21835
6	+	4410448	4432271	21824
7	+	2312389	2334212	21824
8	-	1036414	1015291	21124
9	-	39766	18653	21114
10	+	4472872	4493996	21125
--------------------------------------------------------------------------------
Block #75
Seq_id	Strand	Start	End	Length
1	+	2027770	2045150	17381
2	-	24808	7399	17410
3	-	2776048	2758639	17410
4	+	3210042	3227450	17409
5	+	3869039	3886448	17410
6	-	3037584	3020175	17410
7	-	939741	922332	17410
8	+	4286869	4304264	17396
9	-	3171165	3153756	17410
10	+	1276080	1293489	17410
--------------------------------------------------------------------------------
Block #76
Seq_id	Strand	Start	End	Length
1	-	2321332	2266208	55125
2	+	4232162	4287278	55117
3	-	1763508	1708361	55148
4	+	2884918	2940050	55133
5	-	4164782	4109600	55183
6	+	2740172	2795275	55104
7	+	642336	697439	55104
8	+	2835204	2890337	55134
9	+	2828291	2883408	55118
10	-	1571222	1516077	55146
--------------------------------------------------------------------------------
Block #77
Seq_id	Strand	Start	End	Length
1	-	815621	787802	27820
2	+	1792586	1820387	27802
3	+	4314761	4342581	27821
4	+	4482335	4510155	27821
5	+	1068455	1096275	27821
6	-	3849411	3821790	27622
7	-	1751369	1723748	27622
8	+	497199	524981	27783
9	+	4582477	4610297	27821
10	-	37277	9457	27821
--------------------------------------------------------------------------------
Block #78
Seq_id	Strand	Start	End	Length
1	-	2494604	2489435	5170
2	+	4054101	4059270	5170
3	+	2387862	2393031	5170
4	+	2603493	2608662	5170
5	+	3688753	3693922	5170
6	+	2562593	2567743	5151
7	+	464756	469906	5151
8	-	223650	218481	5170
9	-	1904660	1899491	5170
10	-	1747646	1742477	5170
--------------------------------------------------------------------------------
Block #79
Seq_id	Strand	Start	End	Length
1	+	3474259	3487949	13691
2	-	3183635	3169946	13690
3	-	1326068	1312378	13691
4	-	1725546	1711856	13691
5	-	2716110	2702420	13691
6	-	1352772	1339082	13691
7	-	3963162	3949472	13691
8	-	4132330	4118640	13691
9	-	1656030	1642340	13691
10	+	2624603	2638293	13691
--------------------------------------------------------------------------------
Block #80
Seq_id	Strand	Start	End	Length
1	+	1120126	1164248	44123
2	-	840113	795967	44147
3	+	413371	457517	44147
4	+	4139086	4183233	44148
5	-	1728478	1683621	44858
6	-	587146	543024	44123
7	-	3197560	3153439	44122
8	+	697885	742697	44813
9	-	3946382	3902260	44123
10	+	461500	505646	44147
--------------------------------------------------------------------------------
Block #81
Seq_id	Strand	Start	End	Length
1	-	3214374	3165570	48805
2	+	3445664	3494509	48846
3	+	1588903	1637729	48827
4	-	2422935	2374075	48861
5	+	2978199	3027061	48863
6	+	1853083	1903866	50784
7	+	4463446	4514225	50780
8	+	3108419	3156811	48393
9	+	2087129	2135953	48825
10	-	2362488	2313566	48923
--------------------------------------------------------------------------------
Block #82
Seq_id	Strand	Start	End	Length
1	+	2672518	2678560	6043
2	-	3884244	3878202	6043
3	-	2214367	2208325	6043
4	+	1987263	1993305	6043
5	-	3515337	3509295	6043
6	-	2385711	2379669	6043
7	-	288037	281995	6043
8	+	3496100	3502143	6044
9	-	2637167	2631125	6043
10	+	1922325	1928367	6043
--------------------------------------------------------------------------------
Block #83
Seq_id	Strand	Start	End	Length
1	-	2897655	2861898	35758
2	+	3658732	3695043	36312
3	+	1990568	2027067	36500
4	-	2208940	2172442	36499
5	+	3291521	3328020	36500
6	+	2161357	2197855	36499
7	+	63687	100185	36499
8	-	3481896	3446020	35877
9	+	2404564	2440442	35879
10	-	2148581	2112699	35883
--------------------------------------------------------------------------------
Block #84
Seq_id	Strand	Start	End	Length
1	+	562341	577261	14921
2	+	1024042	1039255	15214
3	-	229289	214076	15214
4	+	4244039	4259252	15214
5	-	1619072	1603835	15238
6	-	392344	377131	15214
7	-	3002765	2987552	15214
8	-	3940888	3925656	15233
9	+	4197245	4212458	15214
10	-	277323	262110	15214
--------------------------------------------------------------------------------
Block #85
Seq_id	Strand	Start	End	Length
1	+	1662321	1684814	22494
2	+	2882776	2905269	22494
3	+	1024160	1047363	23204
4	+	1426670	1449163	22494
5	+	2414574	2437067	22494
6	+	1542871	1565364	22494
7	+	4153248	4175741	22494
8	-	2380328	2357857	22472
9	+	1355311	1377804	22494
10	-	2924519	2902026	22494
--------------------------------------------------------------------------------
Block #86
Seq_id	Strand	Start	End	Length
1	-	1291860	1270612	21249
2	+	457239	478346	21108
3	+	3207705	3228953	21249
4	+	3613586	3634834	21249
5	+	4594246	4615494	21249
6	+	3477646	3500853	23208
7	+	1379804	1403010	23207
8	+	4476395	4497351	20957
9	+	3561140	3584347	23208
10	-	844870	823622	21249
--------------------------------------------------------------------------------
Block #87
Seq_id	Strand	Start	End	Length
1	+	744368	778366	33999
2	+	1571958	1605956	33999
3	+	4605392	4639390	33999
4	-	4553586	4519588	33999
5	-	1139706	1105708	33999
6	+	4452885	4486882	33998
7	+	2354822	2388819	33998
8	-	996588	962591	33998
9	-	4653728	4619730	33999
10	+	4512219	4546217	33999
--------------------------------------------------------------------------------
Block #88
Seq_id	Strand	Start	End	Length
1	+	483238	540820	57583
2	+	1151980	1210842	58863
3	-	101317	41913	59405
4	+	4372142	4431005	58864
5	-	1490996	1431591	59406
6	-	685317	626211	59107
7	-	3295732	3236626	59107
8	-	1547939	1489901	58039
9	+	4325212	4384615	59404
10	-	147938	88606	59333
--------------------------------------------------------------------------------
Block #89
Seq_id	Strand	Start	End	Length
1	+	1357652	1384174	26523
2	-	391458	364966	26493
3	-	3141925	3115433	26493
4	-	3547805	3521313	26493
5	-	4527217	4500725	26493
6	-	3411861	3383409	28453
7	-	1314028	1285580	28449
8	+	4015666	4042160	26495
9	-	3495359	3466908	28452
10	+	911369	937861	26493
--------------------------------------------------------------------------------
Block #90
Seq_id	Strand	Start	End	Length
1	+	85064	94437	9374
2	+	2121359	2131138	9780
3	+	3816434	3826421	9988
4	-	573636	563649	9988
5	+	568747	578734	9988
6	+	4556795	4566782	9988
7	+	2458749	2468736	9988
8	+	1788518	1798215	9698
9	-	520142	510155	9988
10	+	3773994	3783981	9988
--------------------------------------------------------------------------------
Block #91
Seq_id	Strand	Start	End	Length
1	+	839792	925039	85248
2	+	1619388	1704625	85238
3	-	4542778	4456782	85997
4	+	131937	217204	85268
5	+	1198923	1284208	85286
6	-	4179847	4094601	85247
7	-	2081789	1996544	85246
8	-	474463	389709	84755
9	+	132969	220195	87227
10	-	4380682	4295413	85270
--------------------------------------------------------------------------------
Block #92
Seq_id	Strand	Start	End	Length
1	+	738918	744351	5434
2	+	1566493	1571941	5449
3	+	4599927	4605375	5449
4	-	5465	17	5449
5	-	1145171	1139723	5449
6	+	4447420	4452868	5449
7	+	2349357	2354805	5449
8	-	1002038	996605	5434
9	-	5466	18	5449
10	+	4506754	4512202	5449
--------------------------------------------------------------------------------
Block #93
Seq_id	Strand	Start	End	Length
1	-	2434606	2425360	9247
2	+	4113893	4123138	9246
3	+	2447654	2456899	9246
4	+	2663286	2672531	9246
5	+	3748563	3757808	9246
6	+	2624325	2633570	9246
7	+	526489	535734	9246
8	-	3950122	3941489	8634
9	-	1842923	1833678	9246
10	-	1687854	1678609	9246
--------------------------------------------------------------------------------
Block #94
Seq_id	Strand	Start	End	Length
1	-	1447118	1435534	11585
2	+	301815	313458	11644
3	+	3051121	3062765	11645
4	-	3251926	3240282	11645
5	+	4437703	4449347	11645
6	+	3320381	3332025	11645
7	+	1222552	1234196	11645
8	+	2961059	2972712	11654
9	+	3129280	3140924	11645
10	-	1000876	989232	11645
--------------------------------------------------------------------------------
Block #95
Seq_id	Strand	Start	End	Length
1	+	203148	265462	62315
2	+	732368	794553	62186
3	+	3481259	3543458	62200
4	+	3889001	3951479	62479
5	+	233950	296131	62182
6	+	3757455	3819933	62479
7	+	1659415	1721892	62478
8	-	806480	744111	62370
9	+	3838368	3900846	62479
10	-	569538	507060	62479
--------------------------------------------------------------------------------
Block #96
Seq_id	Strand	Start	End	Length
1	-	2073721	2055520	18202
2	+	4481081	4499287	18207
3	+	2730063	2748269	18207
4	+	3454191	3472397	18207
5	-	3915024	3896818	18207
6	+	2991599	3009805	18207
7	+	893756	911962	18207
8	-	4334273	4316060	18214
9	+	3399787	3417993	18207
10	-	1322064	1303859	18206
--------------------------------------------------------------------------------
Block #97
Seq_id	Strand	Start	End	Length
1	-	1658425	1626935	31491
2	-	2880203	2848974	31230
3	-	1021587	990141	31447
4	-	1424097	1392660	31438
5	-	2412001	2380513	31489
6	-	1538339	1506927	31413
7	-	4148715	4117304	31412
8	+	2382884	2414123	31240
9	-	1352738	1321343	31396
10	+	2927092	2958482	31391
--------------------------------------------------------------------------------
Block #98
Seq_id	Strand	Start	End	Length
1	-	949300	928148	21153
2	-	1726927	1705775	21153
3	+	4434479	4455632	21154
4	-	239506	218354	21153
5	-	1306510	1285358	21153
6	+	4070339	4091492	21154
7	+	1972282	1993435	21154
8	-	1623290	1601108	22183
9	-	242497	221345	21153
10	+	4273404	4294263	20860
--------------------------------------------------------------------------------
Block #99
Seq_id	Strand	Start	End	Length
1	-	4103501	4041561	61941
2	+	2183197	2245241	62045
3	-	3709630	3647586	62045
4	+	682076	744109	62034
5	-	462284	400241	62044
6	-	4051521	3989478	62044
7	-	1953470	1891428	62043
8	-	2133497	2071459	62039
9	+	628557	690600	62044
10	+	3322694	3384746	62053
--------------------------------------------------------------------------------
Block #100
Seq_id	Strand	Start	End	Length
1	+	2964234	2970950	6717
2	-	3590244	3583404	6841
3	-	1921365	1914525	6841
4	+	2278142	2284982	6841
5	-	3223029	3216189	6841
6	-	2105090	2097667	7424
7	-	7424	1	7424
8	+	3532779	3539230	6452
9	-	2335362	2328522	6841
10	+	2217072	2223788	6717
--------------------------------------------------------------------------------
Block #101
Seq_id	Strand	Start	End	Length
1	+	101335	136020	34686
2	-	2057476	2023511	33966
3	+	3833717	3867680	33964
4	-	556351	522381	33971
5	+	586030	620707	34678
6	+	4574078	4608053	33976
7	+	2476032	2510004	33973
8	+	1806018	1840921	34904
9	-	502859	468888	33972
10	+	3791277	3825267	33991
--------------------------------------------------------------------------------
Block #102
Seq_id	Strand	Start	End	Length
1	-	1310049	1303231	6819
2	+	438314	445111	6798
3	+	3188781	3195600	6820
4	+	3594661	3601480	6820
5	+	4576033	4582852	6820
6	+	3458713	3465541	6829
7	+	1360880	1367699	6820
8	-	4347717	4340898	6820
9	+	3542215	3549034	6820
10	-	864505	857686	6820
--------------------------------------------------------------------------------
Block #103
Seq_id	Strand	Start	End	Length
1	+	1843113	1859849	16737
2	+	3063526	3080311	16786
3	+	1205621	1222415	16795
4	+	1607429	1624207	16779
5	+	2596036	2612822	16787
6	+	1232675	1249419	16745
7	+	3843069	3859813	16745
8	+	2648281	2665752	17472
9	+	1538001	1554787	16787
10	-	2743777	2727007	16771
--------------------------------------------------------------------------------
Block #104
Seq_id	Strand	Start	End	Length
1	+	2417665	2425319	7655
2	-	4132813	4125138	7676
3	-	2464614	2456940	7675
4	-	2680246	2672572	7675
5	-	3765523	3757849	7675
6	-	2643223	2635627	7597
7	-	545387	537792	7596
8	-	204652	196993	7660
9	+	1825963	1833637	7675
10	+	1670894	1678568	7675
--------------------------------------------------------------------------------
Block #105
Seq_id	Strand	Start	End	Length
1	+	3503428	3508485	5058
2	-	3154447	3149416	5032
3	-	1296900	1291843	5058
4	-	1696378	1691321	5058
5	-	2686942	2681885	5058
6	-	1323604	1318547	5058
7	-	3933994	3928938	5057
8	-	3013217	3008160	5058
9	-	1626931	1621874	5058
10	+	2653771	2658828	5058
--------------------------------------------------------------------------------
Block #106
Seq_id	Strand	Start	End	Length
1	-	2964233	2934874	29360
2	+	3590245	3619610	29366
3	+	1921366	1950735	29370
4	-	2278141	2248772	29370
5	+	3223030	3252399	29370
6	+	2105091	2134588	29498
7	+	7425	36922	29498
8	-	3532778	3503603	29176
9	+	2335543	2364732	29190
10	-	2217071	2187702	29370
--------------------------------------------------------------------------------
Block #107
Seq_id	Strand	Start	End	Length
1	-	2809029	2755501	53529
2	-	3804291	3750913	53379
3	+	2079558	2133061	53504
4	-	2119977	2066599	53379
5	+	3380494	3433998	53505
6	+	2250303	2303679	53377
7	+	152630	206006	53377
8	+	3323083	3376747	53665
9	+	2493814	2546888	53075
10	-	2058285	2004758	53528
--------------------------------------------------------------------------------
Block #108
Seq_id	Strand	Start	End	Length
1	-	85063	70708	14356
2	-	2121358	2106584	14775
3	-	3816433	3801656	14778
4	+	573637	588414	14778
5	-	568746	553969	14778
6	-	4556794	4542010	14785
7	-	2458748	2443965	14784
8	-	1788517	1774161	14357
9	+	520143	534920	14778
10	-	3773993	3759216	14778
--------------------------------------------------------------------------------
Block #109
Seq_id	Strand	Start	End	Length
1	-	482335	434488	47848
2	-	1151078	1103204	47875
3	+	102220	150031	47812
4	-	4371239	4323392	47848
5	+	1491899	1539756	47858
6	+	687937	735744	47808
7	+	3298352	3346158	47807
8	+	1550236	1599967	49732
9	-	4324309	4276522	47788
10	+	148841	196652	47812
--------------------------------------------------------------------------------
Block #110
Seq_id	Strand	Start	End	Length
1	-	2398941	2321458	77484
2	+	4152862	4230049	77188
3	-	1842795	1765621	77175
4	+	2701018	2778501	77484
5	+	3785570	3862732	77163
6	+	2665317	2738059	72743
7	+	567481	640223	72743
8	+	2757851	2835078	77228
9	+	2748647	2826178	77532
10	-	1650832	1573307	77526
--------------------------------------------------------------------------------
Block #111
Seq_id	Strand	Start	End	Length
1	-	1526473	1517156	9318
2	+	221628	231250	9623
3	+	2970914	2980537	9624
4	-	3012351	3002868	9484
5	+	4357470	4367093	9624
6	+	3237858	3247481	9624
7	+	1140030	1149274	9245
8	-	1352315	1343288	9028
9	-	2955768	2946286	9483
10	-	1081115	1071475	9641
--------------------------------------------------------------------------------
Block #112
Seq_id	Strand	Start	End	Length
1	+	1295427	1303230	7804
2	-	453669	445568	8102
3	-	3204135	3196034	8102
4	-	3609593	3601481	8113
5	-	4590676	4582853	7824
6	-	3474076	3465975	8102
7	-	1376234	1368133	8102
8	-	98565	90474	8092
9	-	3557147	3549035	8113
10	+	848863	857252	8390
--------------------------------------------------------------------------------
Block #113
Seq_id	Strand	Start	End	Length
1	+	2910419	2921673	11255
2	-	3645248	3634134	11115
3	-	1976500	1965259	11242
4	+	2223008	2234248	11241
5	+	3276808	3287922	11115
6	-	2147289	2136048	11242
7	-	49622	38381	11242
8	-	3291312	3280942	10371
9	-	2390496	2379256	11241
10	+	2162065	2173179	11115
--------------------------------------------------------------------------------
Block #114
Seq_id	Strand	Start	End	Length
1	+	686913	704352	17440
2	+	1315050	1332498	17449
3	+	4412345	4429793	17449
4	-	58174	40727	17448
5	-	1328644	1311197	17448
6	+	4392038	4409486	17449
7	+	2293980	2311428	17449
8	-	1054498	1037050	17449
9	-	58176	40728	17449
10	+	4454462	4471910	17449
--------------------------------------------------------------------------------
Block #115
Seq_id	Strand	Start	End	Length
1	-	1494032	1458800	35233
2	+	254359	290009	35651
3	+	3003646	3039313	35668
4	-	2979775	2944714	35062
5	+	4390202	4425896	35695
6	+	3272527	3307377	34851
7	+	1174699	1209549	34851
8	+	2914606	2949379	34774
9	-	2923194	2888072	35123
10	-	1048383	1012684	35700
--------------------------------------------------------------------------------
Block #116
Seq_id	Strand	Start	End	Length
1	+	3487950	3503427	15478
2	-	3169945	3154471	15475
3	-	1312377	1296901	15477
4	-	1711855	1696379	15477
5	-	2702419	2686943	15477
6	-	1339081	1323605	15477
7	-	3949471	3933995	15477
8	-	4400161	4384697	15465
9	-	1642339	1626932	15408
10	+	2638294	2653770	15477
--------------------------------------------------------------------------------
Block #117
Seq_id	Strand	Start	End	Length
1	+	1014904	1026596	11693
2	-	945417	933725	11693
3	+	307925	319617	11693
4	+	297260	308952	11693
5	-	1833763	1822071	11693
6	+	4662533	4674225	11693
7	+	2564484	2576176	11693
8	+	1667610	1679589	11980
9	+	300626	312608	11983
10	+	356246	367644	11399
--------------------------------------------------------------------------------
Block #118
Seq_id	Strand	Start	End	Length
1	-	3261137	3249337	11801
2	+	3398303	3410633	12331
3	+	1541544	1553873	12330
4	-	2470295	2457966	12330
5	+	2930840	2943169	12330
6	+	1805745	1818074	12330
7	+	4416109	4428438	12330
8	+	3075826	3087381	11556
9	+	2039802	2052131	12330
10	-	2409847	2397518	12330
--------------------------------------------------------------------------------
Block #119
Seq_id	Strand	Start	End	Length
1	+	3898709	3919826	21118
2	-	2460737	2439604	21134
3	-	570299	549170	21130
4	-	974487	953353	21135
5	-	1960645	1939516	21130
6	-	816641	795507	21135
7	-	3427055	3405921	21135
8	+	1184621	1207041	22421
9	+	1086339	1107478	21140
10	-	3610599	3589465	21135
--------------------------------------------------------------------------------
Block #120
Seq_id	Strand	Start	End	Length
1	-	202189	193821	8369
2	+	1957258	1965625	8368
3	-	3934064	3925696	8369
4	+	456005	464373	8369
5	-	687112	678744	8369
6	+	57121	65489	8369
7	+	2667563	2675930	8368
8	+	2286288	2294656	8369
9	+	402505	410873	8369
10	-	3891651	3883283	8369
--------------------------------------------------------------------------------
Block #121
Seq_id	Strand	Start	End	Length
1	+	961852	988434	26583
2	-	998436	971876	26561
3	+	254902	281465	26564
4	+	244192	270800	26609
5	-	1886790	1860223	26568
6	+	4609511	4636073	26563
7	+	2511462	2538024	26563
8	-	696426	670032	26395
9	+	247183	273745	26563
10	+	302929	329491	26563
--------------------------------------------------------------------------------
Block #122
Seq_id	Strand	Start	End	Length
1	+	2520275	2559674	39400
2	-	4028396	3989816	38581
3	-	2362152	2323510	38643
4	-	2577791	2539191	38601
5	-	3663079	3624479	38601
6	-	2536768	2498178	38591
7	-	439091	400501	38591
8	-	3797774	3758669	39106
9	+	1930330	1968947	38618
10	+	1772851	1811451	38601
--------------------------------------------------------------------------------
Block #123
Seq_id	Strand	Start	End	Length
1	+	318657	364088	45432
2	+	1875443	1920828	45386
3	+	4201438	4246851	45414
4	-	2831304	2785877	45428
5	+	954454	999875	45422
6	-	177006	131585	45422
7	-	2787444	2742023	45422
8	-	853022	807611	45412
9	+	4469195	4514622	45428
10	+	4128492	4173913	45422
--------------------------------------------------------------------------------
Block #124
Seq_id	Strand	Start	End	Length
1	-	2824076	2809031	15046
2	-	3818935	3804292	14644
3	+	2064914	2079557	14644
4	-	2134604	2119978	14627
5	+	3365867	3380493	14627
6	+	2235693	2250302	14610
7	+	138020	152629	14610
8	-	3426979	3412026	14954
9	+	2478893	2493519	14627
10	-	2072912	2058286	14627
--------------------------------------------------------------------------------
Block #125
Seq_id	Strand	Start	End	Length
1	-	1014903	988435	26469
2	+	945418	971875	26458
3	-	307924	281466	26459
4	-	297259	270801	26459
5	+	1833764	1860222	26459
6	-	4662532	4636074	26459
7	-	2564483	2538025	26459
8	-	1667609	1640745	26865
9	-	300625	273746	26880
10	-	355951	329492	26460
--------------------------------------------------------------------------------
Block #126
Seq_id	Strand	Start	End	Length
1	-	2417664	2405152	12513
2	+	4132814	4145326	12513
3	+	2464615	2477127	12513
4	+	2680247	2693484	13238
5	+	3765524	3778036	12513
6	+	2643224	2656461	13238
7	+	545388	558625	13238
8	+	204653	217165	12513
9	-	1825962	1812725	13238
10	-	1670893	1658366	12528
--------------------------------------------------------------------------------
Block #127
Seq_id	Strand	Start	End	Length
1	+	3634664	3641412	6749
2	-	2727641	2720892	6750
3	-	835893	828561	7333
4	-	1236360	1229611	6750
5	-	2226276	2218944	7333
6	-	1088205	1081330	6876
7	-	3698612	3691737	6876
8	+	143794	150465	6672
9	-	1187201	1180452	6750
10	+	3112962	3119532	6571
--------------------------------------------------------------------------------
Block #128
Seq_id	Strand	Start	End	Length
1	-	3882375	3849435	32941
2	+	2482051	2514995	32945
3	+	591602	624545	32944
4	+	990791	1023736	32946
5	+	1981949	2014893	32945
6	+	837934	870860	32927
7	+	3448348	3481272	32925
8	-	1168293	1134065	34229
9	-	1065065	1032121	32945
10	+	3631901	3664847	32947
--------------------------------------------------------------------------------
Block #129
Seq_id	Strand	Start	End	Length
1	+	3357917	3366408	8492
2	-	3299599	3290863	8737
3	-	1442748	1434011	8738
4	-	1846510	1837773	8738
5	-	2832052	2823315	8738
6	-	1470714	1461977	8738
7	-	4081095	4072358	8738
8	-	4254654	4246098	8557
9	-	1773952	1765215	8738
10	+	2508906	2517365	8460
--------------------------------------------------------------------------------
Block #130
Seq_id	Strand	Start	End	Length
1	+	640288	681860	41573
2	+	1268448	1309997	41550
3	+	4365741	4407292	41552
4	-	104779	63228	41552
5	-	1375960	1334409	41552
6	+	4345434	4386985	41552
7	+	2247376	2288927	41552
8	-	1103752	1060261	43492
9	-	103840	63229	40612
10	+	4407858	4449409	41552
--------------------------------------------------------------------------------
Block #131
Seq_id	Strand	Start	End	Length
1	+	1242980	1250319	7340
2	-	506082	498639	7444
3	-	3256681	3249246	7436
4	-	3662554	3655127	7428
5	-	7436	1	7436
6	-	3528573	3521146	7428
7	-	1430730	1423303	7428
8	-	23313	15886	7428
9	-	3612067	3604640	7428
10	+	796080	803329	7250
--------------------------------------------------------------------------------
Block #132
Seq_id	Strand	Start	End	Length
1	-	1839570	1794432	45139
2	-	3059984	3014859	45126
3	-	1202078	1156942	45137
4	-	1603886	1558748	45139
5	-	2591489	2546646	44844
6	-	1229132	1183995	45138
7	-	3839526	3794390	45137
8	-	2644755	2599927	44829
9	-	1534458	1487657	46802
10	+	2747614	2792457	44844
--------------------------------------------------------------------------------
Block #133
Seq_id	Strand	Start	End	Length
1	-	2138330	2073722	64609
2	+	4416976	4481080	64105
3	+	2665248	2730062	64815
4	+	3390079	3454190	64112
5	-	3981088	3915025	66064
6	+	2925696	2991598	65903
7	+	827854	893755	65902
8	+	3860528	3924201	63674
9	+	3335428	3399786	64359
10	-	1386264	1322065	64200
--------------------------------------------------------------------------------
Block #134
Seq_id	Strand	Start	End	Length
1	-	4253703	4163413	90291
2	-	1470472	1380154	90319
3	-	4102417	4012080	90338
4	+	3996384	4086703	90320
5	-	855448	765128	90321
6	-	367186	276880	90307
7	-	2977613	2887310	90304
8	-	2285156	2193531	91626
9	+	4044442	4134753	90312
10	-	4029735	3939415	90321
--------------------------------------------------------------------------------
Block #135
Seq_id	Strand	Start	End	Length
1	+	2495997	2519313	23317
2	-	4052708	4029358	23351
3	-	2386469	2363114	23356
4	-	2602100	2578753	23348
5	-	3687360	3664041	23320
6	-	2561200	2537730	23471
7	-	463363	440052	23312
8	+	225043	248343	23301
9	+	1906053	1929368	23316
10	+	1749039	1771889	22851
--------------------------------------------------------------------------------
Block #136
Seq_id	Strand	Start	End	Length
1	-	786257	778367	7891
2	-	1613844	1605957	7888
3	-	7888	1	7888
4	+	4511700	4519587	7888
5	+	1097820	1105707	7888
6	-	4494770	4486883	7888
7	-	2396707	2388820	7888
8	+	954703	962590	7888
9	+	4611842	4619729	7888
10	-	7888	1	7888
--------------------------------------------------------------------------------
Block #137
Seq_id	Strand	Start	End	Length
1	-	738917	732327	6591
2	-	1566492	1559902	6591
3	-	4599926	4593336	6591
4	+	5466	12056	6591
5	+	1145172	1151762	6591
6	-	4445465	4438867	6599
7	-	2347402	2340804	6599
8	+	1002039	1008629	6591
9	+	5467	12057	6591
10	-	4506753	4500163	6591
--------------------------------------------------------------------------------
Block #138
Seq_id	Strand	Start	End	Length
1	+	1032388	1039425	7038
2	-	927938	920901	7038
3	+	325410	332461	7052
4	+	314745	321810	7066
5	-	1816278	1809248	7031
6	+	4680018	4687097	7080
7	+	2581969	2589047	7079
8	+	2349212	2356235	7024
9	+	318401	325424	7024
10	+	373437	380467	7031
--------------------------------------------------------------------------------
Block #139
Seq_id	Strand	Start	End	Length
1	-	618034	578721	39314
2	-	1774615	1735298	39318
3	-	4296790	4257415	39376
5	-	1050483	1011149	39335
6	+	4495438	4536867	41430
7	+	2397375	2438820	41446
8	-	954035	914749	39287
9	-	4564504	4525186	39319
10	-	4223844	4184477	39368
--------------------------------------------------------------------------------
Block #140
Seq_id	Strand	Start	End	Length
1	-	3246969	3230568	16402
2	+	3413044	3429445	16402
3	+	1556284	1572685	16402
4	-	2455555	2439153	16403
5	+	2945580	2961981	16402
6	+	1820485	1836865	16381
7	+	4430849	4447228	16380
9	+	2054542	2070943	16402
10	-	2395107	2378706	16402
--------------------------------------------------------------------------------
Block #141
Seq_id	Strand	Start	End	Length
1	+	2749711	2755500	5790
2	+	3745079	3750912	5834
3	-	2138895	2133062	5834
4	+	2060784	2066598	5815
5	-	3439832	3433999	5834
6	-	2309513	2303680	5834
7	-	211840	206007	5834
9	-	2552748	2546889	5860
10	+	1998868	2004757	5890
--------------------------------------------------------------------------------
Block #142
Seq_id	Strand	Start	End	Length
1	-	4262188	4253704	8485
2	-	1478957	1470473	8485
3	-	4110902	4102418	8485
4	+	3987899	3996383	8485
5	-	863918	855449	8470
6	-	375671	367187	8485
7	-	2986098	2977614	8485
9	+	4035972	4044441	8470
10	-	4038220	4029736	8485
--------------------------------------------------------------------------------
Block #143
Seq_id	Strand	Start	End	Length
1	+	4262189	4297655	35467
2	+	1478958	1514443	35486
3	+	4110903	4146390	35488
4	-	3987898	3952411	35488
5	+	863919	899406	35488
6	-	4313907	4278413	35495
7	-	2215845	2180351	35495
9	-	4035971	4000717	35255
10	+	4038221	4073524	35304
--------------------------------------------------------------------------------
Block #144
Seq_id	Strand	Start	End	Length
1	-	3268598	3261138	7461
2	+	3390842	3398302	7461
3	+	1534083	1541543	7461
4	-	2477756	2470296	7461
5	+	2923379	2930839	7461
6	+	1798284	1805744	7461
7	+	4408648	4416108	7461
9	+	2032341	2039801	7461
10	-	2417308	2409848	7461
--------------------------------------------------------------------------------
Block #145
Seq_id	Strand	Start	End	Length
1	+	1616111	1626934	10824
3	+	957243	968344	11102
4	+	1359756	1370857	11102
5	+	2347615	2358716	11102
